param,name,side
p_100012_1_,maxDuration,0
p_104055_1_,force,2
p_110121_0_,str,0
p_110128_1_,brokenEntity,2
p_110131_1_,stack,2
p_110132_1_,listener,2
p_110134_1_,listener,2
p_110145_1_,entityIn,2
p_110148_1_,attribute,2
p_110149_1_,amount,2
p_110160_1_,sendPacket,2
p_110160_2_,dropLead,2
p_110162_1_,entityIn,2
p_110162_2_,sendAttachNotification,2
p_110195_1_,growth,2
p_110199_1_,playerEntity,2
p_110206_1_,jumpPowerIn,0
p_110207_1_,chested,2
p_110219_1_,rearing,2
p_110234_1_,tamed,2
p_110235_1_,variant,2
p_110237_1_,player,2
p_110238_1_,temperIn,2
p_110242_1_,breeding,2
p_110250_1_,entityIn,2
p_110250_2_,distance,2
p_110251_1_,saddled,2
p_110255_1_,jumping,2
p_110263_1_,player,2
p_110297_1_,stack,2
p_110304_0_,resourceLocationIn,0
p_110304_1_,username,0
p_110311_0_,username,0
p_110326_1_,message,0
p_110326_2_,animateColor,0
p_110430_1_,strafe,2
p_110430_2_,forward,2
p_110430_3_,jumping,2
p_110430_4_,sneaking,2
p_110468_1_,frame,0
p_110472_1_,frame,0
p_110492_1_,frame,0
p_110492_2_,element,0
p_110572_1_,iconName,0
p_110577_1_,resource,0
p_110578_1_,name,0
p_110578_2_,texture,0
p_110579_1_,textureLocation,0
p_110579_2_,textureObj,0
p_110580_1_,textureLocation,0
p_110580_2_,textureObj,0
p_110581_1_,textureLocation,0
p_110646_0_,text,2
p_110775_1_,entity,0
p_110776_1_,location,0
p_110827_1_,entityLivingIn,0
p_110827_2_,x,0
p_110827_4_,y,0
p_110827_6_,z,0
p_110827_8_,entityYaw,0
p_110827_9_,partialTicks,0
p_110828_1_,start,0
p_110828_3_,end,0
p_110828_5_,pct,0
p_110934_1_,textureAtlas,0
p_110971_1_,inX,0
p_110971_2_,inY,0
p_110971_3_,originInX,0
p_110971_4_,originInY,0
p_110971_5_,rotatedIn,0
p_110991_0_,textureId,0
p_110991_1_,width,0
p_110991_2_,height,0
p_111104_1_,rand,2
p_111109_1_,value,2
p_111112_1_,shouldWatchIn,2
p_111117_1_,descriptionIn,2
p_111121_1_,modifier,2
p_111124_1_,modifier,2
p_111127_1_,uuid,2
p_111128_1_,baseValue,2
p_111130_1_,operation,2
p_111147_1_,modifiers,2
p_111148_1_,modifiers,2
p_111150_1_,attribute,2
p_111151_1_,attribute,2
p_111152_1_,attributeName,2
p_111168_1_,saved,2
p_111183_1_,amplifier,2
p_111183_2_,modifier,2
p_111184_1_,attribute,2
p_111184_2_,uniqueId,2
p_111184_3_,ammount,2
p_111184_5_,operation,2
p_111185_1_,entityLivingBaseIn,2
p_111185_2_,attributeMapIn,2
p_111185_3_,amplifier,2
p_111187_1_,entityLivingBaseIn,2
p_111187_2_,attributeMapIn,2
p_111187_3_,amplifier,2
p_111205_1_,equipmentSlot,2
p_111207_1_,stack,2
p_111207_2_,playerIn,2
p_111207_3_,target,2
p_111207_4_,hand,2
p_111226_1_,enchantmentType,2
p_111229_1_,types,2
p_111257_0_,map,2
p_111258_0_,instance,2
p_111258_1_,compound,2
p_111259_0_,compound,2
p_111261_0_,instance,2
p_111262_0_,modifier,2
p_111270_1_,other,2
p_111282_1_,playerIn,2
p_111282_2_,entityIn,2
p_111282_3_,hand,2
p_111283_1_,equipmentSlot,2
p_120016_0_,serverIn,2
p_120035_1_,values,2
p_130011_1_,entityIn,2
p_130072_1_,frame,0
p_135021_1_,inputStreamIn,0
p_135023_1_,translateKey,0
p_135023_2_,parameters,0
p_135026_1_,translateKey,0
p_135028_1_,resourcesList,0
p_135043_1_,resourcesPacks,0
p_135045_1_,currentLanguageIn,0
p_135051_0_,i18nLocaleIn,0
p_135052_0_,translateKey,0
p_135052_1_,parameters,0
p_135064_1_,key,2
p_142018_1_,target,2
p_142018_2_,owner,2
p_142054_1_,other,2
p_143006_1_,idleTimeout,2
p_143009_1_,worldIn,2
p_143009_2_,tagCompound,2
p_143011_1_,tagCompound,2
p_143012_1_,tagCompound,2
p_143017_1_,tagCompound,2
p_143020_1_,worldIn,2
p_143020_2_,tagCompound,2
p_143021_1_,chunkX,2
p_143021_2_,chunkZ,2
p_143022_1_,tagCompound,2
p_143031_0_,componentClass,2
p_143031_1_,componentName,2
p_143032_0_,tagCompound,2
p_143032_1_,worldIn,2
p_143033_0_,start,2
p_143034_0_,startClass,2
p_143034_1_,structureName,2
p_143036_0_,component,2
p_145747_1_,component,2
p_145750_1_,lastOutputMessage,2
p_145752_1_,command,2
p_145755_1_,worldIn,2
p_145759_1_,nbt,2
p_145769_1_,id,2
p_145770_1_,x,0
p_145770_3_,y,0
p_145770_5_,z,0
p_145771_1_,x,2
p_145771_3_,y,2
p_145771_5_,z,2
p_145806_1_,hurtEntitiesIn,2
p_145828_1_,reportCategory,2
p_145834_1_,worldIn,2
p_145835_1_,x,0
p_145835_3_,y,0
p_145835_5_,z,0
p_145839_1_,compound,2
p_145842_1_,id,2
p_145842_2_,type,2
p_145860_1_,ticks,2
p_145884_0_,hopper,2
p_145891_0_,hopper,2
p_145893_0_,worldIn,2
p_145893_1_,x,2
p_145893_3_,y,2
p_145893_5_,z,2
p_145894_0_,stack1,2
p_145894_1_,stack2,2
p_145896_1_,ticks,2
p_145912_1_,playerIn,2
p_145913_1_,isEditableIn,0
p_145952_0_,stack,2
p_145954_0_,stack,2
p_145971_1_,player,2
p_145995_1_,outputSignalIn,2
p_146019_1_,stack,2
p_146031_1_,chestTileEntity,2
p_146065_1_,entityIn,2
p_146069_1_,size,2
p_146070_1_,enabled,2
p_146071_1_,isChild,2
p_146082_1_,player,2
p_146086_1_,itemStackIn,2
p_146094_0_,profile,2
p_146097_1_,droppedItem,2
p_146097_2_,dropAround,2
p_146097_3_,traceItem,2
p_146105_1_,chatComponent,2
p_146105_2_,actionBar,2
p_146110_0_,x,0
p_146110_1_,y,0
p_146110_2_,u,0
p_146110_3_,v,0
p_146110_4_,width,0
p_146110_5_,height,0
p_146110_6_,textureWidth,0
p_146110_7_,textureHeight,0
p_146111_1_,mouseX,0
p_146111_2_,mouseY,0
p_146113_1_,soundHandlerIn,0
p_146114_1_,mouseOver,0
p_146119_1_,mc,0
p_146119_2_,mouseX,0
p_146119_3_,mouseY,0
p_146140_1_,selectedIn,0
p_146175_1_,num,0
p_146177_1_,num,0
p_146180_1_,textIn,0
p_146182_1_,num,0
p_146183_1_,n,0
p_146183_2_,pos,0
p_146184_1_,enabled,0
p_146185_1_,enableBackgroundDrawingIn,0
p_146187_1_,numWords,0
p_146188_1_,startX,0
p_146188_2_,startY,0
p_146188_3_,endX,0
p_146188_4_,endY,0
p_146189_1_,isVisible,0
p_146190_1_,pos,0
p_146191_1_,textToWrite,0
p_146193_1_,color,0
p_146195_1_,isFocusedIn,0
p_146197_1_,n,0
p_146197_2_,pos,0
p_146197_3_,skipWs,0
p_146199_1_,position,0
p_146203_1_,length,0
p_146204_1_,color,0
p_146205_1_,canLoseFocusIn,0
p_146227_1_,chatComponent,0
p_146230_1_,updateCounter,0
p_146234_1_,chatComponent,0
p_146234_2_,chatLineId,0
p_146237_1_,chatComponent,0
p_146237_2_,chatLineId,0
p_146237_3_,updateCounter,0
p_146237_4_,displayOnly,0
p_146239_1_,message,0
p_146242_1_,id,0
p_146270_1_,tint,0
p_146278_1_,tint,0
p_146279_1_,text,0
p_146279_2_,x,0
p_146279_3_,y,0
p_146280_1_,mc,0
p_146280_2_,width,0
p_146280_3_,height,0
p_146283_1_,textLines,0
p_146283_2_,x,0
p_146283_3_,y,0
p_146285_1_,stack,0
p_146285_2_,x,0
p_146285_3_,y,0
p_146316_1_,toggle,0
p_146317_0_,saveLoader,0
p_146317_1_,name,0
p_146318_1_,original,0
p_146350_1_,ticksUntilEnableIn,0
p_146367_1_,ip,0
p_146367_2_,port,0
p_146402_1_,msgPos,0
p_146462_1_,publish,0
p_146521_1_,x,0
p_146521_2_,y,0
p_146521_3_,itemIn,0
p_146527_1_,x,0
p_146527_2_,y,0
p_146527_3_,u,0
p_146527_4_,v,0
p_146531_1_,x,0
p_146531_2_,y,0
p_146790_1_,index,0
p_146791_1_,server,0
p_146976_1_,partialTicks,0
p_146976_2_,mouseX,0
p_146976_3_,mouseY,0
p_146977_1_,slotIn,0
p_146979_1_,mouseX,0
p_146979_2_,mouseY,0
p_146982_1_,stack,0
p_146982_2_,x,0
p_146982_3_,y,0
p_146982_4_,altText,0
p_147046_0_,posX,0
p_147046_1_,posY,0
p_147046_2_,scale,0
p_147046_3_,mouseX,0
p_147046_4_,mouseY,0
p_147046_5_,ent,0
p_147050_1_,tab,0
p_147051_1_,tab,0
p_147052_1_,tab,0
p_147052_2_,mouseX,0
p_147052_3_,mouseY,0
p_147100_1_,packetIn,2
p_147108_1_,guiScreenIn,0
p_147115_1_,leftClick,0
p_147139_1_,difficulty,2
p_147149_1_,toFile,2
p_147224_1_,server,0
p_147225_1_,server,0
p_147231_1_,reason,2
p_147234_1_,packetIn,2
p_147235_1_,packetIn,2
p_147236_1_,packetIn,2
p_147237_1_,packetIn,2
p_147238_1_,packetIn,2
p_147239_1_,packetIn,2
p_147240_1_,packetIn,2
p_147241_1_,packetIn,2
p_147242_1_,packetIn,2
p_147243_1_,packetIn,2
p_147244_1_,packetIn,2
p_147245_1_,packetIn,2
p_147246_1_,packetIn,2
p_147247_1_,packetIn,2
p_147249_1_,packetIn,2
p_147250_1_,packetIn,2
p_147251_1_,packetIn,2
p_147252_1_,packetIn,2
p_147253_1_,packetIn,2
p_147254_1_,packetIn,2
p_147256_1_,packetIn,2
p_147257_1_,packetIn,2
p_147259_1_,packetIn,2
p_147260_1_,packetIn,2
p_147261_1_,packetIn,2
p_147262_1_,packetIn,2
p_147263_1_,packetIn,2
p_147264_1_,packetIn,2
p_147265_1_,packetIn,2
p_147266_1_,packetIn,2
p_147267_1_,packetIn,2
p_147268_1_,packetIn,2
p_147270_1_,packetIn,2
p_147271_1_,packetIn,2
p_147272_1_,packetIn,2
p_147273_1_,packetIn,2
p_147275_1_,packetIn,2
p_147276_1_,packetIn,2
p_147277_1_,packetIn,2
p_147278_1_,packetIn,2
p_147279_1_,packetIn,2
p_147280_1_,packetIn,2
p_147281_1_,packetIn,2
p_147282_1_,packetIn,2
p_147283_1_,packetIn,2
p_147284_1_,packetIn,2
p_147285_1_,packetIn,2
p_147286_1_,packetIn,2
p_147287_1_,packetIn,2
p_147288_1_,packetIn,2
p_147289_1_,packetIn,2
p_147290_1_,packetIn,2
p_147291_1_,packetIn,2
p_147292_1_,packetIn,2
p_147293_1_,packetIn,2
p_147294_1_,packetIn,2
p_147295_1_,packetIn,2
p_147297_1_,packetIn,0
p_147311_1_,packetIn,2
p_147312_1_,packetIn,2
p_147315_1_,packetIn,2
p_147316_1_,packetIn,2
p_147338_1_,packetIn,2
p_147339_1_,packetIn,2
p_147340_1_,packetIn,2
p_147342_1_,packetIn,2
p_147343_1_,packetIn,2
p_147344_1_,packetIn,2
p_147345_1_,packetIn,2
p_147346_1_,packetIn,2
p_147347_1_,packetIn,2
p_147348_1_,packetIn,2
p_147349_1_,packetIn,2
p_147351_1_,packetIn,2
p_147352_1_,packetIn,2
p_147353_1_,packetIn,2
p_147354_1_,packetIn,2
p_147355_1_,packetIn,2
p_147356_1_,packetIn,2
p_147357_1_,packetIn,2
p_147358_1_,packetIn,2
p_147359_1_,packetIn,2
p_147361_1_,command,2
p_147364_1_,x,2
p_147364_3_,y,2
p_147364_5_,z,2
p_147364_7_,yaw,2
p_147364_8_,pitch,2
p_147383_1_,packetIn,2
p_147388_1_,packetIn,2
p_147389_1_,packetIn,2
p_147390_1_,packetIn,2
p_147397_1_,packetIn,2
p_147398_1_,packetIn,2
p_147407_1_,icon,0
p_147413_1_,index,0
p_147413_2_,server,0
p_147414_0_,server,0
p_147442_1_,strength,0
p_147448_1_,tileEntityCollection,2
p_147457_1_,tileEntityIn,2
p_147458_1_,x1,2
p_147458_2_,y1,2
p_147458_3_,z1,2
p_147458_4_,x2,2
p_147458_5_,y2,2
p_147458_6_,z2,2
p_147467_1_,x,0
p_147467_2_,z,0
p_147467_3_,chunkIn,0
p_147470_1_,bb,2
p_147485_1_,event,2
p_147497_1_,rendererDispatcherIn,0
p_147499_1_,location,0
p_147517_0_,mobSpawnerLogic,0
p_147517_1_,posX,0
p_147517_3_,posY,0
p_147517_5_,posZ,0
p_147517_7_,partialTicks,0
p_147543_1_,worldIn,0
p_147546_1_,teClass,0
p_147547_1_,tileEntityIn,0
p_147549_1_,tileEntityIn,0
p_147549_2_,x,0
p_147549_4_,y,0
p_147549_6_,z,0
p_147549_8_,partialTicks,0
p_147585_1_,x1,2
p_147585_2_,y1,2
p_147585_3_,z1,2
p_147585_4_,x2,2
